1, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
44, twilightforest:mushroom_tower, HEADING, header:ignore, 0, 0, 0
45, twilightforest:small_hollow_hill, HEADING, header:ignore, 0, 0, 0
46, twilightforest:medium_hollow_hill, HEADING, header:ignore, 0, 0, 0
47, twilightforest:large_hollow_hill, HEADING, header:ignore, 0, 0, 0
48, twilightforest:naga_courtyard, HEADING, header:ignore, 0, 0, 0
49, twilightforest:lich_tower, HEADING, header:ignore, 0, 0, 0
50, twilightforest:labyrinth, HEADING, header:ignore, 0, 0, 0
51, twilightforest:hydra_lair, HEADING, header:ignore, 0, 0, 0
52, twilightforest:knight_stronghold, HEADING, header:ignore, 0, 0, 0
53, twilightforest:dark_tower, HEADING, header:ignore, 0, 0, 0
54, twilightforest:yeti_cave, HEADING, header:ignore, 0, 0, 0
55, twilightforest:aurora_palace, HEADING, header:ignore, 0, 0, 0
56, twilightforest:troll_cave, HEADING, header:ignore, 0, 0, 0
57, twilightforest:final_castle, HEADING, header:ignore, 0, 0, 0
58, infernalexp:glowstone_canyon_ruin, HEADING, header:ignore, 0, 0, 0
59, infernalexp:soul_sand_valley_ruin, HEADING, header:ignore, 0, 0, 0
60, infernalexp:bastion_outpost, HEADING, header:ignore, 0, 0, 0
61, infernalexp:strider_altar, HEADING, header:ignore, 0, 0, 0
62, repurposed_structures:mineshaft_stone, HEADING, header:ignore, 0, 0, 0
63, terralith:zpointer/minecraft_dark_forest, HEADING, header:ignore, 0, 0, 0
64, terralith:zpointer/terralith_lavender_forest, HEADING, header:ignore, 0, 0, 0
65, terralith:zpointer/terralith_gravel_desert, HEADING, header:ignore, 0, 0, 0
66, repurposed_structures:village_oak, HEADING, header:ignore, 0, 0, 0
67, terralith:zpointer/terralith_frozen_cliffs, HEADING, header:ignore, 0, 0, 0
68, repurposed_structures:stronghold_nether, HEADING, header:ignore, 0, 0, 0
69, repurposed_structures:stronghold_nether, MONSTER, minecraft:blaze, 10, 2, 3
70, repurposed_structures:stronghold_nether, MONSTER, minecraft:zombified_piglin, 10, 4, 4
71, repurposed_structures:stronghold_nether, MONSTER, minecraft:wither_skeleton, 10, 5, 5
72, repurposed_structures:stronghold_nether, MONSTER, minecraft:skeleton, 10, 5, 5
73, repurposed_structures:stronghold_nether, MONSTER, minecraft:magma_cube, 10, 4, 4
74, terralith:zpointer/minecraft_mushroom_fields, HEADING, header:ignore, 0, 0, 0
75, repurposed_structures:ancient_city_end, HEADING, header:ignore, 0, 0, 0
76, repurposed_structures:ancient_city_end, MONSTER, minecraft:phantom, 10, 1, 1
77, repurposed_structures:ancient_city_end, MONSTER, minecraft:endermite, 10, 3, 7
78, repurposed_structures:temple_nether_wasteland, HEADING, header:ignore, 0, 0, 0
79, repurposed_structures:mineshaft_swamp, HEADING, header:ignore, 0, 0, 0
80, repurposed_structures:igloo_mangrove, HEADING, header:ignore, 0, 0, 0
81, terralith:zpointer/minecraft_beach, HEADING, header:ignore, 0, 0, 0
82, terralith:zpointer/terralith_ice_marsh, HEADING, header:ignore, 0, 0, 0
83, terralith:zpointer/terralith_birch_taiga, HEADING, header:ignore, 0, 0, 0
84, terralith:zpointer/terralith_emerald_peaks, HEADING, header:ignore, 0, 0, 0
85, repurposed_structures:mineshaft_ocean, HEADING, header:ignore, 0, 0, 0
86, terralith:zpointer/terralith_volcanic_crater, HEADING, header:ignore, 0, 0, 0
87, supplementaries:way_sign, HEADING, header:ignore, 0, 0, 0
88, repurposed_structures:fortress_jungle, HEADING, header:ignore, 0, 0, 0
89, repurposed_structures:fortress_jungle, MONSTER, minecraft:wither_skeleton, 10, 1, 1
90, repurposed_structures:fortress_jungle, MONSTER, minecraft:skeleton, 10, 1, 3
91, repurposed_structures:fortress_jungle, MONSTER, minecraft:zombie, 10, 1, 4
92, repurposed_structures:fortress_jungle, MONSTER, minecraft:spider, 10, 1, 3
93, repurposed_structures:fortress_jungle, MONSTER, minecraft:creeper, 10, 1, 2
94, repurposed_structures:fortress_jungle, MONSTER, minecraft:enderman, 10, 1, 2
95, repurposed_structures:fortress_jungle, MONSTER, minecraft:witch, 10, 1, 2
96, repurposed_structures:mineshaft_taiga, HEADING, header:ignore, 0, 0, 0
97, terralith:zpointer/minecraft_deep_ocean, HEADING, header:ignore, 0, 0, 0
98, repurposed_structures:mansion_jungle, HEADING, header:ignore, 0, 0, 0
99, terralith:zpointer/minecraft_snowy_slopes, HEADING, header:ignore, 0, 0, 0
100, bettermineshafts:mineshaft_red_desert, HEADING, header:ignore, 0, 0, 0
101, terralith:zpointer/minecraft_warm_ocean, HEADING, header:ignore, 0, 0, 0
102, terralith:zpointer/terralith_rocky_shrubland, HEADING, header:ignore, 0, 0, 0
103, betterwitchhuts:witch_hut, HEADING, header:ignore, 0, 0, 0
104, betterwitchhuts:witch_hut, MONSTER, minecraft:witch, 10, 1, 1
105, betterwitchhuts:witch_hut, CREATURE, minecraft:cat, 10, 1, 1
106, repurposed_structures:outpost_warped, HEADING, header:ignore, 0, 0, 0
107, repurposed_structures:outpost_warped, MONSTER, minecraft:piglin, 10, 1, 1
108, takesapillage:bastille, HEADING, header:ignore, 0, 0, 0
109, repurposed_structures:ruined_portal_end, HEADING, header:ignore, 0, 0, 0
110, terralith:zpointer/terralith_bryce_canyon, HEADING, header:ignore, 0, 0, 0
111, terralith:zpointer/terralith_savanna_slopes, HEADING, header:ignore, 0, 0, 0
112, repurposed_structures:witch_hut_mangrove, HEADING, header:ignore, 0, 0, 0
113, repurposed_structures:witch_hut_mangrove, MONSTER, minecraft:witch, 10, 1, 1
114, repurposed_structures:witch_hut_mangrove, CREATURE, minecraft:cat, 10, 1, 1
115, terralith:zpointer/terralith_mountain_steppe, HEADING, header:ignore, 0, 0, 0
116, terralith:zpointer/terralith_desert_oasis, HEADING, header:ignore, 0, 0, 0
117, terralith:zpointer/minecraft_deep_frozen_ocean, HEADING, header:ignore, 0, 0, 0
118, terralith:zpointer/minecraft_stony_shore, HEADING, header:ignore, 0, 0, 0
119, terralith:zpointer/terralith_haze_mountain, HEADING, header:ignore, 0, 0, 0
120, terralith:zpointer/terralith_brushland, HEADING, header:ignore, 0, 0, 0
121, terralith:zpointer/minecraft_river, HEADING, header:ignore, 0, 0, 0
122, terralith:zpointer/terralith_white_cliffs, HEADING, header:ignore, 0, 0, 0
123, terralith:zpointer/terralith_shield_clearing, HEADING, header:ignore, 0, 0, 0
124, terralith:zpointer/minecraft_ocean, HEADING, header:ignore, 0, 0, 0
125, repurposed_structures:pyramid_jungle, HEADING, header:ignore, 0, 0, 0
126, repurposed_structures:pyramid_jungle, MONSTER, minecraft:zombie, 80, 10, 32
127, repurposed_structures:pyramid_jungle, MONSTER, minecraft:skeleton, 80, 8, 26
128, repurposed_structures:pyramid_jungle, MONSTER, minecraft:cave_spider, 80, 5, 12
129, repurposed_structures:pyramid_jungle, CREATURE, minecraft:cat, 80, 4, 4
130, repurposed_structures:pyramid_jungle, CREATURE, minecraft:parrot, 80, 4, 4
131, repurposed_structures:outpost_nether_brick, HEADING, header:ignore, 0, 0, 0
132, repurposed_structures:outpost_nether_brick, MONSTER, minecraft:piglin, 10, 1, 1
133, terralith:zpointer/minecraft_snowy_plains, HEADING, header:ignore, 0, 0, 0
134, repurposed_structures:outpost_jungle, HEADING, header:ignore, 0, 0, 0
135, repurposed_structures:outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 1
136, repurposed_structures:outpost_crimson, HEADING, header:ignore, 0, 0, 0
137, repurposed_structures:outpost_crimson, MONSTER, minecraft:piglin, 10, 1, 1
138, terralith:zpointer/minecraft_old_growth_pine_taiga, HEADING, header:ignore, 0, 0, 0
139, terralith:fortified_desert_village, HEADING, header:ignore, 0, 0, 0
140, terralith:zpointer/minecraft_eroded_badlands, HEADING, header:ignore, 0, 0, 0
141, terralith:zpointer/minecraft_taiga, HEADING, header:ignore, 0, 0, 0
142, repurposed_structures:mineshaft_dark_forest, HEADING, header:ignore, 0, 0, 0
143, terralith:zpointer/terralith_steppe, HEADING, header:ignore, 0, 0, 0
144, terralith:zpointer/terralith_snowy_maple_forest, HEADING, header:ignore, 0, 0, 0
145, betterstrongholds:stronghold, HEADING, header:ignore, 0, 0, 0
146, terralith:zpointer/minecraft_snowy_beach, HEADING, header:ignore, 0, 0, 0
147, terralith:zpointer/minecraft_birch_forest, HEADING, header:ignore, 0, 0, 0
148, terralith:zpointer/terralith_windswept_spires, HEADING, header:ignore, 0, 0, 0
149, repurposed_structures:outpost_mangrove, HEADING, header:ignore, 0, 0, 0
150, repurposed_structures:outpost_mangrove, MONSTER, minecraft:pillager, 10, 1, 1
151, terralith:zpointer/terralith_sandstone_valley, HEADING, header:ignore, 0, 0, 0
152, terralith:zpointer/minecraft_badlands, HEADING, header:ignore, 0, 0, 0
153, terralith:glacial_hut, HEADING, header:ignore, 0, 0, 0
154, repurposed_structures:mineshaft_warped, HEADING, header:ignore, 0, 0, 0
155, repurposed_structures:witch_hut_dark_forest, HEADING, header:ignore, 0, 0, 0
156, repurposed_structures:witch_hut_dark_forest, MONSTER, minecraft:witch, 10, 1, 1
157, repurposed_structures:witch_hut_dark_forest, CREATURE, minecraft:cat, 10, 1, 1
158, terralith:zpointer/terralith_ancient_sands, HEADING, header:ignore, 0, 0, 0
159, terralith:zpointer/terralith_skylands_summer, HEADING, header:ignore, 0, 0, 0
160, repurposed_structures:pyramid_icy, HEADING, header:ignore, 0, 0, 0
161, repurposed_structures:pyramid_icy, MONSTER, minecraft:stray, 80, 10, 32
162, repurposed_structures:pyramid_icy, CREATURE, minecraft:polar_bear, 80, 1, 1
163, repurposed_structures:pyramid_icy, CREATURE, minecraft:rabbit, 80, 4, 4
164, repurposed_structures:mineshaft_crimson, HEADING, header:ignore, 0, 0, 0
165, repurposed_structures:shipwreck_crimson, HEADING, header:ignore, 0, 0, 0
166, repurposed_structures:shipwreck_crimson, MONSTER, minecraft:wither_skeleton, 10, 1, 1
167, repurposed_structures:igloo_stone, HEADING, header:ignore, 0, 0, 0
168, terralith:zpointer/terralith_lavender_valley, HEADING, header:ignore, 0, 0, 0
169, terralith:zpointer/minecraft_meadow, HEADING, header:ignore, 0, 0, 0
170, terralith:zpointer/minecraft_snowy_taiga, HEADING, header:ignore, 0, 0, 0
171, repurposed_structures:ancient_city_ocean, HEADING, header:ignore, 0, 0, 0
172, repurposed_structures:ancient_city_ocean, MONSTER, minecraft:drowned, 10, 2, 5
173, repurposed_structures:mineshaft_jungle, HEADING, header:ignore, 0, 0, 0
174, repurposed_structures:outpost_taiga, HEADING, header:ignore, 0, 0, 0
175, repurposed_structures:outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 1
176, terralith:zpointer/terralith_skylands_spring, HEADING, header:ignore, 0, 0, 0
177, terralith:zpointer/minecraft_frozen_peaks, HEADING, header:ignore, 0, 0, 0
178, terralith:zpointer/terralith_warm_river, HEADING, header:ignore, 0, 0, 0
179, repurposed_structures:village_warped, HEADING, header:ignore, 0, 0, 0
180, repurposed_structures:igloo_mushroom, HEADING, header:ignore, 0, 0, 0
181, repurposed_structures:shipwreck_warped, HEADING, header:ignore, 0, 0, 0
182, repurposed_structures:shipwreck_warped, MONSTER, minecraft:wither_skeleton, 10, 1, 1
183, repurposed_structures:temple_ocean, HEADING, header:ignore, 0, 0, 0
184, terralith:zpointer/terralith_gravel_beach, HEADING, header:ignore, 0, 0, 0
185, bettermineshafts:mineshaft_dripstone, HEADING, header:ignore, 0, 0, 0
186, betterdungeons:zombie_dungeon, HEADING, header:ignore, 0, 0, 0
187, betterdungeons:zombie_dungeon, MONSTER, minecraft:zombie, 80, 4, 15
188, betterdungeons:spider_dungeon, HEADING, header:ignore, 0, 0, 0
189, betterdungeons:spider_dungeon, MONSTER, minecraft:spider, 80, 4, 15
190, betterdungeons:spider_dungeon, MONSTER, minecraft:cave_spider, 50, 4, 8
191, repurposed_structures:temple_taiga, HEADING, header:ignore, 0, 0, 0
192, hexerei:witch_hut, HEADING, header:ignore, 0, 0, 0
193, terralith:zpointer/minecraft_cold_ocean, HEADING, header:ignore, 0, 0, 0
194, repurposed_structures:outpost_badlands, HEADING, header:ignore, 0, 0, 0
195, repurposed_structures:outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 1
196, repurposed_structures:mansion_mangrove, HEADING, header:ignore, 0, 0, 0
197, terralith:zpointer/terralith_orchid_swamp, HEADING, header:ignore, 0, 0, 0
198, terralith:zpointer/terralith_shrubland, HEADING, header:ignore, 0, 0, 0
199, bettermineshafts:mineshaft_mesa, HEADING, header:ignore, 0, 0, 0
200, terralith:zpointer/minecraft_wooded_badlands, HEADING, header:ignore, 0, 0, 0
201, terralith:zpointer/terralith_yellowstone, HEADING, header:ignore, 0, 0, 0
202, terralith:zpointer/minecraft_savanna_plateau, HEADING, header:ignore, 0, 0, 0
203, repurposed_structures:outpost_oak, HEADING, header:ignore, 0, 0, 0
204, repurposed_structures:outpost_oak, MONSTER, minecraft:pillager, 10, 1, 1
205, terralith:zpointer/terralith_alpine_highlands, HEADING, header:ignore, 0, 0, 0
206, terralith:zpointer/minecraft_bamboo_jungle, HEADING, header:ignore, 0, 0, 0
207, terralith:zpointer/minecraft_lukewarm_ocean, HEADING, header:ignore, 0, 0, 0
208, repurposed_structures:mineshaft_icy, HEADING, header:ignore, 0, 0, 0
209, repurposed_structures:outpost_desert, HEADING, header:ignore, 0, 0, 0
210, repurposed_structures:outpost_desert, MONSTER, minecraft:pillager, 10, 1, 1
211, repurposed_structures:witch_hut_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
212, repurposed_structures:witch_hut_giant_tree_taiga, MONSTER, minecraft:witch, 10, 1, 1
213, repurposed_structures:witch_hut_giant_tree_taiga, CREATURE, minecraft:cat, 10, 1, 1
214, betterdungeons:small_dungeon, HEADING, header:ignore, 0, 0, 0
215, terralith:zpointer/terralith_yosemite_lowlands, HEADING, header:ignore, 0, 0, 0
216, terralith:zpointer/terralith_moonlight_valley, HEADING, header:ignore, 0, 0, 0
217, terralith:zpointer/terralith_moonlight_grove, HEADING, header:ignore, 0, 0, 0
218, terralith:zpointer/terralith_granite_cliffs, HEADING, header:ignore, 0, 0, 0
219, terralith:spire, HEADING, header:ignore, 0, 0, 0
220, repurposed_structures:village_mushroom, HEADING, header:ignore, 0, 0, 0
221, repurposed_structures:shipwreck_nether_bricks, HEADING, header:ignore, 0, 0, 0
222, repurposed_structures:shipwreck_nether_bricks, MONSTER, minecraft:wither_skeleton, 10, 1, 1
223, terralith:zpointer/terralith_ashen_savanna, HEADING, header:ignore, 0, 0, 0
224, terralith:zpointer/terralith_yosemite_cliffs, HEADING, header:ignore, 0, 0, 0
225, takesapillage:pillager_camp, HEADING, header:ignore, 0, 0, 0
226, repurposed_structures:pyramid_snowy, HEADING, header:ignore, 0, 0, 0
227, repurposed_structures:pyramid_snowy, MONSTER, minecraft:stray, 80, 10, 32
228, repurposed_structures:pyramid_snowy, CREATURE, minecraft:polar_bear, 80, 1, 1
229, repurposed_structures:pyramid_snowy, CREATURE, minecraft:rabbit, 80, 4, 4
230, repurposed_structures:temple_nether_crimson, HEADING, header:ignore, 0, 0, 0
231, repurposed_structures:mineshaft_nether, HEADING, header:ignore, 0, 0, 0
232, terralith:zpointer/minecraft_sparse_jungle, HEADING, header:ignore, 0, 0, 0
233, repurposed_structures:village_badlands, HEADING, header:ignore, 0, 0, 0
234, betterwitchhuts:witch_circle, HEADING, header:ignore, 0, 0, 0
235, betterwitchhuts:witch_circle, MONSTER, minecraft:witch, 10, 1, 1
236, betterwitchhuts:witch_circle, CREATURE, minecraft:cat, 10, 1, 1
237, bettermineshafts:mineshaft_jungle, HEADING, header:ignore, 0, 0, 0
238, terralith:zpointer/minecraft_desert, HEADING, header:ignore, 0, 0, 0
239, terralith:zpointer/minecraft_jungle, HEADING, header:ignore, 0, 0, 0
240, terralith:zpointer/minecraft_lush_caves, HEADING, header:ignore, 0, 0, 0
241, repurposed_structures:monument_jungle, HEADING, header:ignore, 0, 0, 0
242, repurposed_structures:monument_jungle, MONSTER, minecraft:spider, 25, 1, 2
243, repurposed_structures:monument_jungle, MONSTER, minecraft:skeleton, 10, 1, 3
244, repurposed_structures:witch_hut_oak, HEADING, header:ignore, 0, 0, 0
245, repurposed_structures:witch_hut_oak, MONSTER, minecraft:witch, 10, 1, 1
246, repurposed_structures:witch_hut_oak, CREATURE, minecraft:cat, 10, 1, 1
247, repurposed_structures:ruins_land_cold, HEADING, header:ignore, 0, 0, 0
248, hexerei:dark_coven, HEADING, header:ignore, 0, 0, 0
249, terralith:zpointer/terralith_white_mesa, HEADING, header:ignore, 0, 0, 0
250, repurposed_structures:outpost_birch, HEADING, header:ignore, 0, 0, 0
251, repurposed_structures:outpost_birch, MONSTER, minecraft:pillager, 10, 1, 1
252, repurposed_structures:monument_icy, HEADING, header:ignore, 0, 0, 0
253, repurposed_structures:monument_icy, MONSTER, minecraft:stray, 80, 1, 3
254, repurposed_structures:monument_icy, MONSTER, minecraft:vex, 10, 1, 1
255, terralith:zpointer/terralith_stony_spires, HEADING, header:ignore, 0, 0, 0
256, repurposed_structures:ancient_city_nether, HEADING, header:ignore, 0, 0, 0
257, repurposed_structures:ancient_city_nether, MONSTER, minecraft:ghast, 10, 6, 10
258, repurposed_structures:ancient_city_nether, MONSTER, minecraft:wither_skeleton, 10, 1, 3
259, repurposed_structures:outpost_icy, HEADING, header:ignore, 0, 0, 0
260, repurposed_structures:outpost_icy, MONSTER, minecraft:pillager, 10, 1, 1
261, repurposed_structures:mansion_savanna, HEADING, header:ignore, 0, 0, 0
262, terralith:zpointer/minecraft_old_growth_spruce_taiga, HEADING, header:ignore, 0, 0, 0
263, terralith:zpointer/terralith_forested_highlands, HEADING, header:ignore, 0, 0, 0
264, terralith:zpointer/terralith_painted_mountains, HEADING, header:ignore, 0, 0, 0
265, repurposed_structures:witch_hut_birch, HEADING, header:ignore, 0, 0, 0
266, repurposed_structures:witch_hut_birch, MONSTER, minecraft:witch, 10, 1, 1
267, repurposed_structures:witch_hut_birch, CREATURE, minecraft:cat, 10, 1, 1
268, terralith:zpointer/minecraft_forest, HEADING, header:ignore, 0, 0, 0
269, betterdeserttemples:desert_temple, HEADING, header:ignore, 0, 0, 0
270, betterdeserttemples:desert_temple, MONSTER, minecraft:husk, 80, 10, 32
271, betterdeserttemples:desert_temple, CREATURE, minecraft:cat, 80, 4, 4
272, betterdeserttemples:desert_temple, CREATURE, minecraft:rabbit, 80, 4, 4
273, terralith:zpointer/minecraft_savanna, HEADING, header:ignore, 0, 0, 0
274, terralith:zpointer/terralith_desert_canyon, HEADING, header:ignore, 0, 0, 0
275, repurposed_structures:outpost_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
276, repurposed_structures:outpost_giant_tree_taiga, MONSTER, minecraft:pillager, 10, 1, 1
277, repurposed_structures:mineshaft_desert, HEADING, header:ignore, 0, 0, 0
278, terralith:zpointer/minecraft_plains, HEADING, header:ignore, 0, 0, 0
279, terralith:zpointer/minecraft_old_growth_birch_forest, HEADING, header:ignore, 0, 0, 0
280, repurposed_structures:village_giant_taiga, HEADING, header:ignore, 0, 0, 0
281, terralith:zpointer/minecraft_deep_lukewarm_ocean, HEADING, header:ignore, 0, 0, 0
282, betterdungeons:skeleton_dungeon, HEADING, header:ignore, 0, 0, 0
283, betterdungeons:skeleton_dungeon, MONSTER, minecraft:skeleton, 80, 4, 15
284, repurposed_structures:mineshaft_birch, HEADING, header:ignore, 0, 0, 0
285, repurposed_structures:ruins_land_warm, HEADING, header:ignore, 0, 0, 0
286, terralith:zpointer/terralith_snowy_shield, HEADING, header:ignore, 0, 0, 0
287, deeperdarker:ancient_temple, HEADING, header:ignore, 0, 0, 0
288, bettermineshafts:mineshaft_lush, HEADING, header:ignore, 0, 0, 0
289, repurposed_structures:pyramid_mushroom, HEADING, header:ignore, 0, 0, 0
290, repurposed_structures:pyramid_mushroom, CREATURE, minecraft:mooshroom, 80, 4, 4
291, repurposed_structures:pyramid_mushroom, CREATURE, minecraft:rabbit, 80, 4, 4
292, terralith:zpointer/minecraft_frozen_river, HEADING, header:ignore, 0, 0, 0
293, terralith:zpointer/terralith_savanna_badlands, HEADING, header:ignore, 0, 0, 0
294, terralith:zpointer/terralith_wintry_forest, HEADING, header:ignore, 0, 0, 0
295, terralith:zpointer/terralith_amethyst_canyon, HEADING, header:ignore, 0, 0, 0
296, bettermineshafts:mineshaft_overgrown, HEADING, header:ignore, 0, 0, 0
297, bettermineshafts:mineshaft_oak, HEADING, header:ignore, 0, 0, 0
298, terralith:zpointer/minecraft_sunflower_plains, HEADING, header:ignore, 0, 0, 0
299, terralith:zpointer/terralith_snowy_badlands, HEADING, header:ignore, 0, 0, 0
300, terralith:zpointer/minecraft_swamp, HEADING, header:ignore, 0, 0, 0
301, terralith:zpointer/minecraft_windswept_forest, HEADING, header:ignore, 0, 0, 0
302, repurposed_structures:village_swamp, HEADING, header:ignore, 0, 0, 0
303, endlessocean:the_gabbiano, HEADING, header:ignore, 0, 0, 0
304, terralith:zpointer/terralith_fractured_savanna, HEADING, header:ignore, 0, 0, 0
305, terralith:zpointer/terralith_jungle_mountains, HEADING, header:ignore, 0, 0, 0
306, terralith:zpointer/terralith_alpha_islands, HEADING, header:ignore, 0, 0, 0
307, repurposed_structures:temple_nether_basalt, HEADING, header:ignore, 0, 0, 0
308, repurposed_structures:village_birch, HEADING, header:ignore, 0, 0, 0
309, repurposed_structures:village_mountains, HEADING, header:ignore, 0, 0, 0
310, repurposed_structures:city_overworld, HEADING, header:ignore, 0, 0, 0
311, terralith:zpointer/terralith_rocky_mountains, HEADING, header:ignore, 0, 0, 0
312, terralith:zpointer/terralith_amethyst_rainforest, HEADING, header:ignore, 0, 0, 0
313, terralith:zpointer/terralith_caldera, HEADING, header:ignore, 0, 0, 0
314, terralith:zpointer/terralith_siberian_taiga, HEADING, header:ignore, 0, 0, 0
315, repurposed_structures:outpost_snowy, HEADING, header:ignore, 0, 0, 0
316, repurposed_structures:outpost_snowy, MONSTER, minecraft:pillager, 10, 1, 1
317, repurposed_structures:village_jungle, HEADING, header:ignore, 0, 0, 0
318, terralith:zpointer/terralith_hot_shrubland, HEADING, header:ignore, 0, 0, 0
319, terralith:zpointer/terralith_sakura_valley, HEADING, header:ignore, 0, 0, 0
320, repurposed_structures:pyramid_flower_forest, HEADING, header:ignore, 0, 0, 0
321, repurposed_structures:pyramid_flower_forest, MONSTER, minecraft:zombie, 80, 10, 32
322, repurposed_structures:pyramid_flower_forest, MONSTER, minecraft:creeper, 10, 4, 10
323, repurposed_structures:pyramid_flower_forest, CREATURE, minecraft:bee, 80, 2, 4
324, repurposed_structures:pyramid_flower_forest, CREATURE, minecraft:rabbit, 80, 4, 4
325, terralith:zpointer/terralith_skylands_winter, HEADING, header:ignore, 0, 0, 0
326, terralith:zpointer/terralith_temperate_highlands, HEADING, header:ignore, 0, 0, 0
327, terralith:zpointer/terralith_siberian_grove, HEADING, header:ignore, 0, 0, 0
328, repurposed_structures:mansion_desert, HEADING, header:ignore, 0, 0, 0
329, terralith:zpointer/minecraft_windswept_savanna, HEADING, header:ignore, 0, 0, 0
330, repurposed_structures:mineshaft_end, HEADING, header:ignore, 0, 0, 0
331, repurposed_structures:mineshaft_end, MONSTER, minecraft:endermite, 10, 2, 5
332, repurposed_structures:mineshaft_end, MONSTER, minecraft:enderman, 10, 1, 3
333, terralith:zpointer/terralith_arid_highlands, HEADING, header:ignore, 0, 0, 0
334, repurposed_structures:ruins_land_icy, HEADING, header:ignore, 0, 0, 0
335, repurposed_structures:village_dark_forest, HEADING, header:ignore, 0, 0, 0
336, terralith:zpointer/terralith_alpha_islands_winter, HEADING, header:ignore, 0, 0, 0
337, terralith:zpointer/terralith_highlands, HEADING, header:ignore, 0, 0, 0
338, repurposed_structures:shipwreck_end, HEADING, header:ignore, 0, 0, 0
339, repurposed_structures:monument_nether, HEADING, header:ignore, 0, 0, 0
340, repurposed_structures:monument_nether, MONSTER, minecraft:magma_cube, 20, 1, 3
341, repurposed_structures:monument_nether, MONSTER, minecraft:wither_skeleton, 10, 1, 3
342, repurposed_structures:monument_nether, MONSTER, minecraft:ghast, 10, 1, 1
343, repurposed_structures:village_ocean, HEADING, header:ignore, 0, 0, 0
344, terralith:zpointer/minecraft_grove, HEADING, header:ignore, 0, 0, 0
345, terralith:zpointer/terralith_shield, HEADING, header:ignore, 0, 0, 0
346, terralith:zpointer/terralith_cloud_forest, HEADING, header:ignore, 0, 0, 0
347, repurposed_structures:mansion_birch, HEADING, header:ignore, 0, 0, 0
348, terralith:zpointer/minecraft_windswept_hills, HEADING, header:ignore, 0, 0, 0
