1, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
44, twilightforest:mushroom_tower, HEADING, header:ignore, 0, 0, 0
45, twilightforest:small_hollow_hill, HEADING, header:ignore, 0, 0, 0
46, twilightforest:medium_hollow_hill, HEADING, header:ignore, 0, 0, 0
47, twilightforest:large_hollow_hill, HEADING, header:ignore, 0, 0, 0
48, twilightforest:naga_courtyard, HEADING, header:ignore, 0, 0, 0
49, twilightforest:lich_tower, HEADING, header:ignore, 0, 0, 0
50, twilightforest:labyrinth, HEADING, header:ignore, 0, 0, 0
51, twilightforest:hydra_lair, HEADING, header:ignore, 0, 0, 0
52, twilightforest:knight_stronghold, HEADING, header:ignore, 0, 0, 0
53, twilightforest:dark_tower, HEADING, header:ignore, 0, 0, 0
54, twilightforest:yeti_cave, HEADING, header:ignore, 0, 0, 0
55, twilightforest:aurora_palace, HEADING, header:ignore, 0, 0, 0
56, twilightforest:troll_cave, HEADING, header:ignore, 0, 0, 0
57, twilightforest:final_castle, HEADING, header:ignore, 0, 0, 0
58, infernalexp:glowstone_canyon_ruin, HEADING, header:ignore, 0, 0, 0
59, infernalexp:soul_sand_valley_ruin, HEADING, header:ignore, 0, 0, 0
60, infernalexp:bastion_outpost, HEADING, header:ignore, 0, 0, 0
61, infernalexp:strider_altar, HEADING, header:ignore, 0, 0, 0
62, repurposed_structures:mansion_taiga, HEADING, header:ignore, 0, 0, 0
63, repurposed_structures:monument_icy, HEADING, header:ignore, 0, 0, 0
64, repurposed_structures:monument_icy, MONSTER, minecraft:stray, 80, 1, 3
65, repurposed_structures:monument_icy, MONSTER, minecraft:vex, 10, 1, 1
66, terralith:zpointer/minecraft_bamboo_jungle, HEADING, header:ignore, 0, 0, 0
67, repurposed_structures:ancient_city_nether, HEADING, header:ignore, 0, 0, 0
68, repurposed_structures:ancient_city_nether, MONSTER, minecraft:ghast, 10, 6, 10
69, repurposed_structures:ancient_city_nether, MONSTER, minecraft:wither_skeleton, 10, 1, 3
70, repurposed_structures:temple_nether_soul, HEADING, header:ignore, 0, 0, 0
71, repurposed_structures:stronghold_nether, HEADING, header:ignore, 0, 0, 0
72, repurposed_structures:stronghold_nether, MONSTER, minecraft:blaze, 10, 2, 3
73, repurposed_structures:stronghold_nether, MONSTER, minecraft:zombified_piglin, 10, 4, 4
74, repurposed_structures:stronghold_nether, MONSTER, minecraft:wither_skeleton, 10, 5, 5
75, repurposed_structures:stronghold_nether, MONSTER, minecraft:skeleton, 10, 5, 5
76, repurposed_structures:stronghold_nether, MONSTER, minecraft:magma_cube, 10, 4, 4
77, repurposed_structures:stronghold_end, HEADING, header:ignore, 0, 0, 0
78, repurposed_structures:stronghold_end, MONSTER, minecraft:endermite, 80, 2, 4
79, terralith:zpointer/minecraft_desert, HEADING, header:ignore, 0, 0, 0
80, repurposed_structures:village_birch, HEADING, header:ignore, 0, 0, 0
81, repurposed_structures:outpost_nether_brick, HEADING, header:ignore, 0, 0, 0
82, repurposed_structures:outpost_nether_brick, MONSTER, minecraft:piglin, 10, 1, 1
83, terralith:zpointer/terralith_bryce_canyon, HEADING, header:ignore, 0, 0, 0
84, terralith:zpointer/terralith_sandstone_valley, HEADING, header:ignore, 0, 0, 0
85, terralith:zpointer/terralith_savanna_slopes, HEADING, header:ignore, 0, 0, 0
86, repurposed_structures:igloo_mushroom, HEADING, header:ignore, 0, 0, 0
87, repurposed_structures:mineshaft_warped, HEADING, header:ignore, 0, 0, 0
88, repurposed_structures:outpost_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
89, repurposed_structures:outpost_giant_tree_taiga, MONSTER, minecraft:pillager, 10, 1, 1
90, repurposed_structures:temple_nether_warped, HEADING, header:ignore, 0, 0, 0
91, repurposed_structures:pyramid_nether, HEADING, header:ignore, 0, 0, 0
92, repurposed_structures:pyramid_nether, MONSTER, minecraft:magma_cube, 80, 8, 26
93, repurposed_structures:pyramid_nether, MONSTER, minecraft:blaze, 80, 6, 16
94, repurposed_structures:pyramid_nether, MONSTER, minecraft:ghast, 10, 2, 6
95, terralith:zpointer/terralith_wintry_forest, HEADING, header:ignore, 0, 0, 0
96, repurposed_structures:witch_hut_dark_forest, HEADING, header:ignore, 0, 0, 0
97, repurposed_structures:witch_hut_dark_forest, MONSTER, minecraft:witch, 10, 1, 1
98, repurposed_structures:witch_hut_dark_forest, CREATURE, minecraft:cat, 10, 1, 1
99, repurposed_structures:village_ocean, HEADING, header:ignore, 0, 0, 0
100, terralith:zpointer/minecraft_snowy_plains, HEADING, header:ignore, 0, 0, 0
101, supplementaries:way_sign, HEADING, header:ignore, 0, 0, 0
102, terralith:zpointer/terralith_granite_cliffs, HEADING, header:ignore, 0, 0, 0
103, terralith:zpointer/minecraft_old_growth_birch_forest, HEADING, header:ignore, 0, 0, 0
104, terralith:zpointer/terralith_frozen_cliffs, HEADING, header:ignore, 0, 0, 0
105, repurposed_structures:mineshaft_dark_forest, HEADING, header:ignore, 0, 0, 0
106, bettermineshafts:mineshaft_desert, HEADING, header:ignore, 0, 0, 0
107, repurposed_structures:village_warped, HEADING, header:ignore, 0, 0, 0
108, terralith:zpointer/minecraft_frozen_river, HEADING, header:ignore, 0, 0, 0
109, repurposed_structures:pyramid_badlands, HEADING, header:ignore, 0, 0, 0
110, repurposed_structures:pyramid_badlands, MONSTER, minecraft:husk, 80, 10, 32
111, repurposed_structures:pyramid_badlands, CREATURE, minecraft:cat, 80, 4, 4
112, repurposed_structures:pyramid_badlands, CREATURE, minecraft:rabbit, 80, 4, 4
113, terralith:zpointer/terralith_brushland, HEADING, header:ignore, 0, 0, 0
114, terralith:zpointer/minecraft_dripstone_caves, HEADING, header:ignore, 0, 0, 0
115, terralith:zpointer/terralith_emerald_peaks, HEADING, header:ignore, 0, 0, 0
116, terralith:zpointer/terralith_warm_river, HEADING, header:ignore, 0, 0, 0
117, repurposed_structures:village_oak, HEADING, header:ignore, 0, 0, 0
118, terralith:zpointer/minecraft_sparse_jungle, HEADING, header:ignore, 0, 0, 0
119, terralith:zpointer/terralith_skylands, HEADING, header:ignore, 0, 0, 0
120, terralith:zpointer/terralith_valley_clearing, HEADING, header:ignore, 0, 0, 0
121, hexerei:dark_coven, HEADING, header:ignore, 0, 0, 0
122, repurposed_structures:mineshaft_taiga, HEADING, header:ignore, 0, 0, 0
123, repurposed_structures:shipwreck_warped, HEADING, header:ignore, 0, 0, 0
124, repurposed_structures:shipwreck_warped, MONSTER, minecraft:wither_skeleton, 10, 1, 1
125, terralith:zpointer/minecraft_lukewarm_ocean, HEADING, header:ignore, 0, 0, 0
126, terralith:zpointer/terralith_rocky_jungle, HEADING, header:ignore, 0, 0, 0
127, terralith:zpointer/minecraft_deep_ocean, HEADING, header:ignore, 0, 0, 0
128, repurposed_structures:shipwreck_nether_bricks, HEADING, header:ignore, 0, 0, 0
129, repurposed_structures:shipwreck_nether_bricks, MONSTER, minecraft:wither_skeleton, 10, 1, 1
130, repurposed_structures:monument_nether, HEADING, header:ignore, 0, 0, 0
131, repurposed_structures:monument_nether, MONSTER, minecraft:magma_cube, 20, 1, 3
132, repurposed_structures:monument_nether, MONSTER, minecraft:wither_skeleton, 10, 1, 3
133, repurposed_structures:monument_nether, MONSTER, minecraft:ghast, 10, 1, 1
134, bettermineshafts:mineshaft_lush, HEADING, header:ignore, 0, 0, 0
135, repurposed_structures:mineshaft_nether, HEADING, header:ignore, 0, 0, 0
136, terralith:zpointer/terralith_red_oasis, HEADING, header:ignore, 0, 0, 0
137, repurposed_structures:outpost_snowy, HEADING, header:ignore, 0, 0, 0
138, repurposed_structures:outpost_snowy, MONSTER, minecraft:pillager, 10, 1, 1
139, terralith:zpointer/terralith_alpha_islands, HEADING, header:ignore, 0, 0, 0
140, repurposed_structures:city_overworld, HEADING, header:ignore, 0, 0, 0
141, repurposed_structures:mineshaft_savanna, HEADING, header:ignore, 0, 0, 0
142, terralith:zpointer/terralith_birch_taiga, HEADING, header:ignore, 0, 0, 0
143, terralith:glacial_hut, HEADING, header:ignore, 0, 0, 0
144, repurposed_structures:pyramid_icy, HEADING, header:ignore, 0, 0, 0
145, repurposed_structures:pyramid_icy, MONSTER, minecraft:stray, 80, 10, 32
146, repurposed_structures:pyramid_icy, CREATURE, minecraft:polar_bear, 80, 1, 1
147, repurposed_structures:pyramid_icy, CREATURE, minecraft:rabbit, 80, 4, 4
148, repurposed_structures:mineshaft_icy, HEADING, header:ignore, 0, 0, 0
149, terralith:zpointer/minecraft_jagged_peaks, HEADING, header:ignore, 0, 0, 0
150, terralith:zpointer/minecraft_snowy_taiga, HEADING, header:ignore, 0, 0, 0
151, terralith:zpointer/terralith_rocky_shrubland, HEADING, header:ignore, 0, 0, 0
152, repurposed_structures:village_giant_taiga, HEADING, header:ignore, 0, 0, 0
153, terralith:zpointer/minecraft_deep_frozen_ocean, HEADING, header:ignore, 0, 0, 0
154, terralith:zpointer/terralith_siberian_taiga, HEADING, header:ignore, 0, 0, 0
155, repurposed_structures:mansion_savanna, HEADING, header:ignore, 0, 0, 0
156, terralith:zpointer/terralith_alpine_grove, HEADING, header:ignore, 0, 0, 0
157, repurposed_structures:witch_hut_taiga, HEADING, header:ignore, 0, 0, 0
158, repurposed_structures:witch_hut_taiga, MONSTER, minecraft:witch, 10, 1, 1
159, repurposed_structures:witch_hut_taiga, CREATURE, minecraft:cat, 10, 1, 1
160, terralith:zpointer/minecraft_deep_cold_ocean, HEADING, header:ignore, 0, 0, 0
161, repurposed_structures:outpost_oak, HEADING, header:ignore, 0, 0, 0
162, repurposed_structures:outpost_oak, MONSTER, minecraft:pillager, 10, 1, 1
163, terralith:zpointer/terralith_caldera, HEADING, header:ignore, 0, 0, 0
164, terralith:zpointer/minecraft_ice_spikes, HEADING, header:ignore, 0, 0, 0
165, terralith:zpointer/minecraft_swamp, HEADING, header:ignore, 0, 0, 0
166, repurposed_structures:mineshaft_crimson, HEADING, header:ignore, 0, 0, 0
167, repurposed_structures:temple_taiga, HEADING, header:ignore, 0, 0, 0
168, terralith:spire, HEADING, header:ignore, 0, 0, 0
169, terralith:zpointer/minecraft_mushroom_fields, HEADING, header:ignore, 0, 0, 0
170, terralith:zpointer/minecraft_snowy_beach, HEADING, header:ignore, 0, 0, 0
171, terralith:zpointer/minecraft_grove, HEADING, header:ignore, 0, 0, 0
172, terralith:zpointer/minecraft_old_growth_pine_taiga, HEADING, header:ignore, 0, 0, 0
173, terralith:zpointer/terralith_savanna_badlands, HEADING, header:ignore, 0, 0, 0
174, terralith:zpointer/terralith_desert_oasis, HEADING, header:ignore, 0, 0, 0
175, repurposed_structures:mansion_desert, HEADING, header:ignore, 0, 0, 0
176, repurposed_structures:witch_hut_oak, HEADING, header:ignore, 0, 0, 0
177, repurposed_structures:witch_hut_oak, MONSTER, minecraft:witch, 10, 1, 1
178, repurposed_structures:witch_hut_oak, CREATURE, minecraft:cat, 10, 1, 1
179, terralith:zpointer/terralith_cold_shrubland, HEADING, header:ignore, 0, 0, 0
180, terralith:zpointer/terralith_shield_clearing, HEADING, header:ignore, 0, 0, 0
181, repurposed_structures:pyramid_mushroom, HEADING, header:ignore, 0, 0, 0
182, repurposed_structures:pyramid_mushroom, CREATURE, minecraft:mooshroom, 80, 4, 4
183, repurposed_structures:pyramid_mushroom, CREATURE, minecraft:rabbit, 80, 4, 4
184, deeperdarker:ancient_temple, HEADING, header:ignore, 0, 0, 0
185, terralith:zpointer/terralith_gravel_desert, HEADING, header:ignore, 0, 0, 0
186, terralith:zpointer/minecraft_snowy_slopes, HEADING, header:ignore, 0, 0, 0
187, terralith:zpointer/terralith_blooming_plateau, HEADING, header:ignore, 0, 0, 0
188, repurposed_structures:fortress_jungle, HEADING, header:ignore, 0, 0, 0
189, repurposed_structures:fortress_jungle, MONSTER, minecraft:wither_skeleton, 10, 1, 1
190, repurposed_structures:fortress_jungle, MONSTER, minecraft:skeleton, 10, 1, 3
191, repurposed_structures:fortress_jungle, MONSTER, minecraft:zombie, 10, 1, 4
192, repurposed_structures:fortress_jungle, MONSTER, minecraft:spider, 10, 1, 3
193, repurposed_structures:fortress_jungle, MONSTER, minecraft:creeper, 10, 1, 2
194, repurposed_structures:fortress_jungle, MONSTER, minecraft:enderman, 10, 1, 2
195, repurposed_structures:fortress_jungle, MONSTER, minecraft:witch, 10, 1, 2
196, terralith:fortified_village, HEADING, header:ignore, 0, 0, 0
197, terralith:zpointer/minecraft_stony_shore, HEADING, header:ignore, 0, 0, 0
198, terralith:zpointer/minecraft_frozen_peaks, HEADING, header:ignore, 0, 0, 0
199, terralith:zpointer/terralith_glacial_chasm, HEADING, header:ignore, 0, 0, 0
200, terralith:zpointer/terralith_warped_mesa, HEADING, header:ignore, 0, 0, 0
201, endlessocean:the_gabbiano, HEADING, header:ignore, 0, 0, 0
202, repurposed_structures:village_crimson, HEADING, header:ignore, 0, 0, 0
203, terralith:zpointer/terralith_white_mesa, HEADING, header:ignore, 0, 0, 0
204, terralith:zpointer/minecraft_wooded_badlands, HEADING, header:ignore, 0, 0, 0
205, repurposed_structures:pyramid_snowy, HEADING, header:ignore, 0, 0, 0
206, repurposed_structures:pyramid_snowy, MONSTER, minecraft:stray, 80, 10, 32
207, repurposed_structures:pyramid_snowy, CREATURE, minecraft:polar_bear, 80, 1, 1
208, repurposed_structures:pyramid_snowy, CREATURE, minecraft:rabbit, 80, 4, 4
209, repurposed_structures:ruins_land_hot, HEADING, header:ignore, 0, 0, 0
210, bettermineshafts:mineshaft_oak, HEADING, header:ignore, 0, 0, 0
211, repurposed_structures:village_badlands, HEADING, header:ignore, 0, 0, 0
212, terralith:zpointer/terralith_yosemite_lowlands, HEADING, header:ignore, 0, 0, 0
213, bettermineshafts:mineshaft_jungle, HEADING, header:ignore, 0, 0, 0
214, terralith:zpointer/terralith_sakura_grove, HEADING, header:ignore, 0, 0, 0
215, repurposed_structures:mansion_mangrove, HEADING, header:ignore, 0, 0, 0
216, terralith:zpointer/terralith_mirage_isles, HEADING, header:ignore, 0, 0, 0
217, repurposed_structures:pyramid_jungle, HEADING, header:ignore, 0, 0, 0
218, repurposed_structures:pyramid_jungle, MONSTER, minecraft:zombie, 80, 10, 32
219, repurposed_structures:pyramid_jungle, MONSTER, minecraft:skeleton, 80, 8, 26
220, repurposed_structures:pyramid_jungle, MONSTER, minecraft:cave_spider, 80, 5, 12
221, repurposed_structures:pyramid_jungle, CREATURE, minecraft:cat, 80, 4, 4
222, repurposed_structures:pyramid_jungle, CREATURE, minecraft:parrot, 80, 4, 4
223, terralith:zpointer/terralith_highlands, HEADING, header:ignore, 0, 0, 0
224, bettermineshafts:mineshaft_ice, HEADING, header:ignore, 0, 0, 0
225, terralith:zpointer/terralith_amethyst_canyon, HEADING, header:ignore, 0, 0, 0
226, terralith:zpointer/minecraft_cold_ocean, HEADING, header:ignore, 0, 0, 0
227, terralith:zpointer/minecraft_windswept_savanna, HEADING, header:ignore, 0, 0, 0
228, bettermineshafts:mineshaft_acacia, HEADING, header:ignore, 0, 0, 0
229, repurposed_structures:outpost_jungle, HEADING, header:ignore, 0, 0, 0
230, repurposed_structures:outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 1
231, terralith:zpointer/minecraft_river, HEADING, header:ignore, 0, 0, 0
232, repurposed_structures:ancient_city_ocean, HEADING, header:ignore, 0, 0, 0
233, repurposed_structures:ancient_city_ocean, MONSTER, minecraft:drowned, 10, 2, 5
234, terralith:zpointer/minecraft_savanna_plateau, HEADING, header:ignore, 0, 0, 0
235, betteroceanmonuments:ocean_monument, HEADING, header:ignore, 0, 0, 0
236, betteroceanmonuments:ocean_monument, MONSTER, minecraft:guardian, 10, 0, 0
237, takesapillage:pillager_camp, HEADING, header:ignore, 0, 0, 0
238, terralith:fortified_desert_village, HEADING, header:ignore, 0, 0, 0
239, betterdungeons:spider_dungeon, HEADING, header:ignore, 0, 0, 0
240, betterdungeons:spider_dungeon, MONSTER, minecraft:spider, 80, 4, 15
241, betterdungeons:spider_dungeon, MONSTER, minecraft:cave_spider, 50, 4, 8
242, terralith:zpointer/terralith_desert_spires, HEADING, header:ignore, 0, 0, 0
243, terralith:zpointer/terralith_haze_mountain, HEADING, header:ignore, 0, 0, 0
244, repurposed_structures:city_nether, HEADING, header:ignore, 0, 0, 0
245, repurposed_structures:city_nether, MONSTER, minecraft:wither_skeleton, 10, 2, 3
246, repurposed_structures:city_nether, MONSTER, minecraft:blaze, 80, 1, 4
247, repurposed_structures:pyramid_dark_forest, HEADING, header:ignore, 0, 0, 0
248, repurposed_structures:pyramid_dark_forest, MONSTER, minecraft:zombie, 80, 10, 32
249, repurposed_structures:pyramid_dark_forest, MONSTER, minecraft:spider, 50, 5, 15
250, repurposed_structures:pyramid_dark_forest, CREATURE, minecraft:cat, 80, 4, 4
251, repurposed_structures:pyramid_dark_forest, CREATURE, minecraft:rabbit, 80, 4, 4
252, betterdungeons:small_dungeon, HEADING, header:ignore, 0, 0, 0
253, terralith:zpointer/terralith_ancient_sands, HEADING, header:ignore, 0, 0, 0
254, terralith:zpointer/terralith_volcanic_peaks, HEADING, header:ignore, 0, 0, 0
255, repurposed_structures:witch_hut_mangrove, HEADING, header:ignore, 0, 0, 0
256, repurposed_structures:witch_hut_mangrove, MONSTER, minecraft:witch, 10, 1, 1
257, repurposed_structures:witch_hut_mangrove, CREATURE, minecraft:cat, 10, 1, 1
258, terralith:zpointer/terralith_ashen_savanna, HEADING, header:ignore, 0, 0, 0
259, terralith:zpointer/terralith_shrubland, HEADING, header:ignore, 0, 0, 0
260, repurposed_structures:shipwreck_end, HEADING, header:ignore, 0, 0, 0
261, terralith:zpointer/terralith_stony_spires, HEADING, header:ignore, 0, 0, 0
262, terralith:zpointer/terralith_tropical_jungle, HEADING, header:ignore, 0, 0, 0
263, terralith:zpointer/terralith_cloud_forest, HEADING, header:ignore, 0, 0, 0
264, terralith:zpointer/terralith_moonlight_grove, HEADING, header:ignore, 0, 0, 0
265, repurposed_structures:village_jungle, HEADING, header:ignore, 0, 0, 0
266, terralith:zpointer/terralith_skylands_summer, HEADING, header:ignore, 0, 0, 0
267, repurposed_structures:outpost_birch, HEADING, header:ignore, 0, 0, 0
268, repurposed_structures:outpost_birch, MONSTER, minecraft:pillager, 10, 1, 1
269, repurposed_structures:village_mushroom, HEADING, header:ignore, 0, 0, 0
270, repurposed_structures:igloo_stone, HEADING, header:ignore, 0, 0, 0
271, repurposed_structures:village_mountains, HEADING, header:ignore, 0, 0, 0
272, terralith:zpointer/terralith_white_cliffs, HEADING, header:ignore, 0, 0, 0
273, takesapillage:bastille, HEADING, header:ignore, 0, 0, 0
274, terralith:underground_cabin, HEADING, header:ignore, 0, 0, 0
275, terralith:zpointer/terralith_orchid_swamp, HEADING, header:ignore, 0, 0, 0
276, repurposed_structures:outpost_end, HEADING, header:ignore, 0, 0, 0
277, repurposed_structures:outpost_end, MONSTER, minecraft:phantom, 10, 1, 1
278, terralith:zpointer/terralith_shield, HEADING, header:ignore, 0, 0, 0
279, repurposed_structures:outpost_badlands, HEADING, header:ignore, 0, 0, 0
280, repurposed_structures:outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 1
281, repurposed_structures:mineshaft_stone, HEADING, header:ignore, 0, 0, 0
282, terralith:zpointer/terralith_sakura_valley, HEADING, header:ignore, 0, 0, 0
283, terralith:zpointer/terralith_skylands_autumn, HEADING, header:ignore, 0, 0, 0
284, bettermineshafts:mineshaft_dripstone, HEADING, header:ignore, 0, 0, 0
285, terralith:zpointer/terralith_basalt_cliffs, HEADING, header:ignore, 0, 0, 0
286, terralith:zpointer/terralith_jungle_mountains, HEADING, header:ignore, 0, 0, 0
287, terralith:zpointer/terralith_amethyst_rainforest, HEADING, header:ignore, 0, 0, 0
288, terralith:zpointer/terralith_snowy_shield, HEADING, header:ignore, 0, 0, 0
289, terralith:zpointer/terralith_lush_valley, HEADING, header:ignore, 0, 0, 0
290, terralith:zpointer/terralith_windswept_spires, HEADING, header:ignore, 0, 0, 0
291, repurposed_structures:pyramid_end, HEADING, header:ignore, 0, 0, 0
292, repurposed_structures:pyramid_end, MONSTER, minecraft:endermite, 80, 8, 24
293, terralith:zpointer/terralith_rocky_mountains, HEADING, header:ignore, 0, 0, 0
294, repurposed_structures:mineshaft_end, HEADING, header:ignore, 0, 0, 0
295, repurposed_structures:mineshaft_end, MONSTER, minecraft:endermite, 10, 2, 5
296, repurposed_structures:mineshaft_end, MONSTER, minecraft:enderman, 10, 1, 3
297, repurposed_structures:monument_desert, HEADING, header:ignore, 0, 0, 0
298, repurposed_structures:monument_desert, MONSTER, minecraft:husk, 20, 1, 4
299, repurposed_structures:monument_desert, MONSTER, minecraft:creeper, 15, 1, 2
300, repurposed_structures:monument_desert, MONSTER, minecraft:skeleton, 10, 1, 3
301, betterdungeons:zombie_dungeon, HEADING, header:ignore, 0, 0, 0
302, betterdungeons:zombie_dungeon, MONSTER, minecraft:zombie, 80, 4, 15
303, repurposed_structures:outpost_mangrove, HEADING, header:ignore, 0, 0, 0
304, repurposed_structures:outpost_mangrove, MONSTER, minecraft:pillager, 10, 1, 1
305, terralith:zpointer/minecraft_plains, HEADING, header:ignore, 0, 0, 0
306, terralith:zpointer/terralith_gravel_beach, HEADING, header:ignore, 0, 0, 0
307, repurposed_structures:mansion_jungle, HEADING, header:ignore, 0, 0, 0
308, terralith:zpointer/minecraft_frozen_ocean, HEADING, header:ignore, 0, 0, 0
309, terralith:zpointer/terralith_scarlet_mountains, HEADING, header:ignore, 0, 0, 0
310, repurposed_structures:temple_nether_crimson, HEADING, header:ignore, 0, 0, 0
311, terralith:zpointer/minecraft_jungle, HEADING, header:ignore, 0, 0, 0
312, repurposed_structures:mansion_birch, HEADING, header:ignore, 0, 0, 0
313, repurposed_structures:mineshaft_birch, HEADING, header:ignore, 0, 0, 0
314, repurposed_structures:ruins_nether, HEADING, header:ignore, 0, 0, 0
315, repurposed_structures:outpost_crimson, HEADING, header:ignore, 0, 0, 0
316, repurposed_structures:outpost_crimson, MONSTER, minecraft:piglin, 10, 1, 1
317, terralith:zpointer/terralith_snowy_badlands, HEADING, header:ignore, 0, 0, 0
318, terralith:zpointer/minecraft_birch_forest, HEADING, header:ignore, 0, 0, 0
319, terralith:zpointer/minecraft_ocean, HEADING, header:ignore, 0, 0, 0
320, repurposed_structures:igloo_grassy, HEADING, header:ignore, 0, 0, 0
321, terralith:zpointer/minecraft_meadow, HEADING, header:ignore, 0, 0, 0
322, terralith:zpointer/terralith_arid_highlands, HEADING, header:ignore, 0, 0, 0
323, bettermineshafts:mineshaft_mesa, HEADING, header:ignore, 0, 0, 0
324, terralith:zpointer/minecraft_windswept_hills, HEADING, header:ignore, 0, 0, 0
325, repurposed_structures:outpost_desert, HEADING, header:ignore, 0, 0, 0
326, repurposed_structures:outpost_desert, MONSTER, minecraft:pillager, 10, 1, 1
327, bettermineshafts:mineshaft_spruce, HEADING, header:ignore, 0, 0, 0
328, terralith:zpointer/minecraft_eroded_badlands, HEADING, header:ignore, 0, 0, 0
329, terralith:zpointer/terralith_steppe, HEADING, header:ignore, 0, 0, 0
330, repurposed_structures:witch_hut_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
331, repurposed_structures:witch_hut_giant_tree_taiga, MONSTER, minecraft:witch, 10, 1, 1
332, repurposed_structures:witch_hut_giant_tree_taiga, CREATURE, minecraft:cat, 10, 1, 1
333, terralith:zpointer/minecraft_dark_forest, HEADING, header:ignore, 0, 0, 0
334, repurposed_structures:ruins_land_warm, HEADING, header:ignore, 0, 0, 0
335, repurposed_structures:mineshaft_swamp, HEADING, header:ignore, 0, 0, 0
336, terralith:zpointer/minecraft_deep_warm_ocean, HEADING, header:ignore, 0, 0, 0
337, repurposed_structures:ancient_city_end, HEADING, header:ignore, 0, 0, 0
338, repurposed_structures:ancient_city_end, MONSTER, minecraft:phantom, 10, 1, 1
339, repurposed_structures:ancient_city_end, MONSTER, minecraft:endermite, 10, 3, 7
340, betterwitchhuts:witch_hut, HEADING, header:ignore, 0, 0, 0
341, betterwitchhuts:witch_hut, MONSTER, minecraft:witch, 10, 1, 1
342, betterwitchhuts:witch_hut, CREATURE, minecraft:cat, 10, 1, 1
343, repurposed_structures:mineshaft_ocean, HEADING, header:ignore, 0, 0, 0
344, bettermineshafts:mineshaft_spruce_snowy, HEADING, header:ignore, 0, 0, 0
345, terralith:zpointer/terralith_volcanic_crater, HEADING, header:ignore, 0, 0, 0
346, repurposed_structures:shipwreck_crimson, HEADING, header:ignore, 0, 0, 0
347, repurposed_structures:shipwreck_crimson, MONSTER, minecraft:wither_skeleton, 10, 1, 1
348, terralith:zpointer/minecraft_savanna, HEADING, header:ignore, 0, 0, 0
